index,answer
index_0,22.300391290138474
index_1,30.89545138949689
index_2,14.541966096348064
index_3,19.00442075039165
index_4,30.70245502176929
index_5,29.54649122264727
index_6,16.863686178326816
index_7,22.94682091981089
index_8,37.43342878592208
index_9,11.519995143415082
index_10,29.37230338679642
index_11,25.32954132279193
index_12,33.127905566290146
index_13,18.164431704721004
index_14,15.816612112940742
index_15,40.918813734493256
index_16,34.32479455282444
index_17,8.327055735334554
index_18,11.66766519933303
index_19,18.63759126227199
index_20,25.120921293575712
index_21,8.831000600221078
index_22,3.918942126932419
index_23,14.817487873757303
index_24,23.30372598329735
index_25,23.261796301528612
index_26,14.853831550905443
index_27,33.88803846788443
index_28,25.53983377871872
index_29,18.632447921344106
index_30,9.730491664052016
index_31,13.565861781974188
index_32,28.50722731088985
index_33,6.597920193573512
index_34,8.09306200136806
index_35,11.441189274154898
index_36,11.148924747436594
index_37,19.377793681458506
index_38,10.265462589207347
index_39,7.86953877150765
index_40,11.584520801281602
index_41,10.133995552654769
index_42,9.931954342023964
index_43,9.933304933809376
index_44,11.616723911296111
index_45,10.809596968355386
index_46,7.764120247457344
index_47,5.309602201830918
index_48,6.906451247642602
index_49,7.969490150919799
index_50,1.9922021838826243
index_51,3.5182132434062408
index_52,2.68255064343025
index_53,5.037294248033997
index_54,7.171276414310751
index_55,4.246677963984884
index_56,5.329276297122881
index_57,1.7864360460377129
index_58,7.187768098930464
index_59,10.728384876071274
index_60,11.505477687217532
index_61,7.516912302201179
index_62,9.43652532495689
index_63,1.6249379081225244
index_64,7.974029546287169
index_65,14.697284753404487
index_66,3.8178080650029274
index_67,11.435103866680267
index_68,9.377251286305231
index_69,4.528487649876333
index_70,5.587672355741929
index_71,12.600266409464599
index_72,15.169767681286466
index_73,8.684410072060599
index_74,9.050140004184245
index_75,5.967508307655981
index_76,10.868827225688197
index_77,9.61454030647307
index_78,17.024722265590228
index_79,22.99169871786214
index_80,33.21591660443473
index_81,22.592241908827244
index_82,20.150289341383942
index_83,14.024751194366004
index_84,15.11353791870255
index_85,8.021479028495213
index_86,-16.533068011003355
index_87,13.895246451989358
index_88,13.535464066167137
index_89,9.217288578199241
index_90,16.940868183416164
index_91,18.87766997658512
index_92,7.224669037898473
index_93,6.285563183455931
index_94,14.902108696932247
index_95,4.9981181773925965
index_96,11.56536161115229
index_97,4.808728517676853
index_98,7.782113645906225
index_99,9.766952819161018
index_100,10.355553341845864
index_101,10.65135123079848
index_102,12.742017406630207
index_103,17.773951754423255
index_104,8.367906974157052
index_105,15.421630703816446
index_106,13.487222716046434
index_107,13.120093904813826
index_108,7.794256593851107
index_109,13.492451137649184
index_110,5.140216393115065
index_111,5.497239956460694
index_112,6.413420283283264
index_113,32.79809329255645
index_114,6.192175546307466
index_115,18.068160594749862
index_116,18.928959097018943
index_117,15.837207976404668
index_118,7.221250882118233
index_119,12.66342237938137
index_120,7.373263270553851
index_121,16.0113803873378
index_122,27.185406577959935
index_123,18.890156006736255
index_124,41.65647958368562
index_125,14.228216880528388
index_126,13.197282965805899
index_127,19.698214177837137
index_128,33.313397766951304
index_129,13.326938849488494
index_130,12.869137163822241
index_131,15.50958847555662
index_132,11.526197807471524
index_133,28.367641807780913
index_134,38.33594110734138
index_135,44.01223314746555
index_136,17.429775355101587
index_137,15.812529985322069
index_138,21.33896011448388
index_139,37.0428457544083
index_140,10.088091743299778
index_141,10.547984638660047
index_142,23.865453177983447
index_143,33.70588464411103
index_144,15.684628700195498
index_145,23.805432587057183
index_146,12.43490462092968
index_147,29.717444721176005
index_148,22.7482466576507
index_149,34.53139167691788
index_150,39.96706793236217
index_151,18.738972719099166
index_152,29.484180272085457
index_153,11.748319264389803
index_154,2.9680103670914177
index_155,16.57195358157183
index_156,7.694563799575584
index_157,10.419173640848332
index_158,6.193208227934562
index_159,13.055443617515907
index_160,15.88120785720439
index_161,3.2243608383925593
index_162,12.33504939406118
index_163,23.965597338142388
index_164,9.228597195339871
index_165,8.930155365903603
index_166,14.228446757030198
index_167,9.204765524496327
index_168,13.267261575833036
index_169,9.126388142142389
index_170,5.343930231832019
index_171,6.853062746536819
index_172,3.172537658046527
index_173,2.230201969837216
index_174,6.854291332474177
index_175,3.4629920947272463
index_176,12.03364972500598
index_177,8.450271023801452
index_178,9.05052943146362
index_179,3.4659729869864404
index_180,8.116772951477044
index_181,6.693072646963583
index_182,6.124386222985051
index_183,3.3353703138471045
index_184,5.364278940219834
index_185,6.535251080648458
index_186,9.134821034783007
index_187,14.440237410752763
index_188,8.67348282421036
index_189,13.186144922717604
index_190,17.451819660271372
index_191,10.952546506742848
index_192,9.72830098968026
index_193,7.039932865837411
index_194,11.46108019948064
index_195,10.694040195481238
index_196,10.533588451647404
index_197,8.880375294541231
index_198,11.208036424319426
index_199,18.97352307406031
index_200,13.62728613011698
index_201,17.800803256241124
index_202,15.036132995105218
index_203,20.030588098595207
index_204,36.04510262623257
index_205,8.08852288743759
index_206,22.7359784087897
index_207,9.351208972112772
index_208,14.187982939172453
index_209,8.982476590637706
index_210,6.663183709676596
index_211,16.83297703331957
index_212,21.59184491865569
index_213,25.799802837528844
index_214,0.1593941911465196
index_215,9.230959717207327
index_216,6.815636712945309
index_217,8.594940010638746
index_218,9.016997937473095
index_219,11.631615290195262
index_220,14.45202589589813
index_221,12.611360997978855
index_222,12.983513671650606
index_223,9.156404342741748
index_224,17.10795837105297
index_225,17.9878534891902
index_226,14.675007490058132
index_227,9.826148524763806
index_228,4.55713433642261
index_229,6.364259011743966
index_230,2.0686850370864156
index_231,8.375228218687827
