index,answer
index_0,20.771684470811685
index_1,29.795635604145513
index_2,16.277588247838473
index_3,19.577405857075675
index_4,29.705803033627113
index_5,29.366301198191398
index_6,16.99291178445516
index_7,23.417930324115776
index_8,36.69568314026417
index_9,11.653338695661988
index_10,29.899134654229602
index_11,24.715963689725985
index_12,31.98337116496181
index_13,19.707022147998767
index_14,15.812510456682704
index_15,40.19101462835849
index_16,35.43214681024221
index_17,8.571149668237151
index_18,11.937988244166762
index_19,19.431098118321103
index_20,25.99178026668009
index_21,9.692198387112029
index_22,6.4150259048730796
index_23,13.771696698871313
index_24,23.80261844592309
index_25,23.475296384821362
index_26,14.964631446261377
index_27,33.7829095811515
index_28,24.65294087968916
index_29,19.243628942528094
index_30,10.050061625698802
index_31,13.759945697355818
index_32,28.848846570633754
index_33,6.439874440736365
index_34,7.547749587813459
index_35,11.046310047080235
index_36,10.936058433679275
index_37,18.62890567322306
index_38,12.025745790857417
index_39,7.288790875350187
index_40,15.131274643247549
index_41,10.546648925584435
index_42,9.18506089105838
index_43,9.47322349148249
index_44,12.405254296434295
index_45,10.659792533761543
index_46,7.529761906928195
index_47,5.123047545513494
index_48,6.195895873064316
index_49,7.97049915807475
index_50,1.9918122781010077
index_51,3.96349277869167
index_52,3.5153917685357703
index_53,5.469603367351084
index_54,7.651223207115478
index_55,4.651895392824354
index_56,5.277001377113934
index_57,2.2110150965372224
index_58,7.265739145795897
index_59,11.014943161962666
index_60,11.552457204887995
index_61,7.318901013780881
index_62,9.273539420392613
index_63,2.0870254312561887
index_64,8.104269400078072
index_65,14.208294128681285
index_66,5.118534145498522
index_67,12.002155607736652
index_68,9.46250182998173
index_69,4.932321434295264
index_70,5.280221784100495
index_71,12.990059671580998
index_72,15.173928734749149
index_73,8.50583433145079
index_74,8.7963914866793
index_75,6.0100717935675805
index_76,10.673497284055758
index_77,9.649477919267497
index_78,17.285213968593418
index_79,22.405756855395598
index_80,33.00078499155331
index_81,22.392241925773305
index_82,20.245232172514424
index_83,13.95589948680549
index_84,14.156192665100054
index_85,7.749872903885853
index_86,-16.25756374832804
index_87,13.552401667305407
index_88,13.172737939299862
index_89,9.560673719816252
index_90,17.21648277777024
index_91,17.887962435842585
index_92,7.595286332494088
index_93,5.946411358284281
index_94,14.540050316363091
index_95,5.1143573911221365
index_96,11.288534342322215
index_97,5.212920313117569
index_98,8.079319136701514
index_99,9.743792430777466
index_100,11.220557337056874
index_101,10.39348772319045
index_102,11.915773569045355
index_103,18.21987691252735
index_104,9.485532021995532
index_105,15.211180387498448
index_106,13.925745878002855
index_107,12.769260075560453
index_108,8.196565311044168
index_109,13.894292969953487
index_110,5.3493298422730655
index_111,8.312995537809293
index_112,6.099390898112734
index_113,31.459968281284798
index_114,6.53575657491453
index_115,18.284996920359678
index_116,18.604402142385474
index_117,15.381567300338697
index_118,6.837515393350715
index_119,12.428852606520268
index_120,7.763270086638109
index_121,17.20346413964245
index_122,27.006506632077045
index_123,18.762285245182742
index_124,39.6787140180075
index_125,14.345276330354574
index_126,13.595912943996415
index_127,19.371601924243244
index_128,33.394496191440766
index_129,13.15161854376036
index_130,12.87188921276916
index_131,14.70763747192703
index_132,11.20963529704834
index_133,28.035265168680336
index_134,38.413976547217885
index_135,43.39004443840397
index_136,17.282789785015648
index_137,15.061416354355343
index_138,21.938974681978163
index_139,37.40493955853944
index_140,10.163253796424423
index_141,10.527725054496717
index_142,23.683779980599716
index_143,32.74413668014046
index_144,15.138180477040564
index_145,24.170298896470236
index_146,12.592551555111035
index_147,29.119234445398245
index_148,22.54804841460489
index_149,33.99228956641058
index_150,40.54722528277118
index_151,20.042764340837973
index_152,29.01749078503301
index_153,11.692432630073284
index_154,3.272228910045106
index_155,16.1225590650243
index_156,7.9351439288547825
index_157,10.385005494550338
index_158,6.37224830176462
index_159,13.052924131814914
index_160,15.890704860527746
index_161,3.9888773251921847
index_162,11.618570224796594
index_163,23.549740927888777
index_164,8.952569083434604
index_165,9.293922353859493
index_166,13.989226190236916
index_167,9.19687153575273
index_168,9.294820844201658
index_169,8.5798221928213
