index,answer
index_0,20.143537002837427
index_1,29.490666493881264
index_2,16.406262585509513
index_3,19.70231243291073
index_4,29.76868092510489
index_5,29.04453685950135
index_6,17.037737411675447
index_7,23.73317710074871
index_8,36.67979342632356
index_9,11.867008716545902
index_10,29.649494361554947
index_11,24.68780297615541
index_12,31.64518659677398
index_13,20.62189047551502
index_14,15.933381130653325
index_15,40.1211967309389
index_16,35.13816229005049
index_17,8.610935786360418
index_18,12.015193430651447
index_19,19.711537820633186
index_20,26.34969148133139
index_21,10.007850224475943
index_22,7.161284366852007
index_23,13.638761447482329
index_24,23.75613862516557
index_25,23.74255385384704
index_26,15.096304800136071
index_27,34.094944909185116
index_28,24.501759525228923
index_29,18.572070509345735
index_30,10.160283182414721
index_31,13.806762695425181
index_32,28.612485264664674
index_33,6.52773451539665
index_34,7.443037703229986
index_35,11.03908236711847
index_36,10.894464806876451
index_37,18.547941550682463
index_38,12.241192197586136
index_39,7.033374942687158
index_40,16.46219265261637
index_41,10.581778959680438
index_42,9.272758899838989
index_43,9.35004522619683
index_44,12.592126544380855
index_45,10.647384257843584
index_46,7.425021598308292
index_47,5.178304768883805
index_48,6.024756403135654
index_49,7.902253749332011
index_50,2.0761504598950355
index_51,4.153887623276171
index_52,3.8389001699750755
index_53,5.363079415307824
index_54,7.877067826578619
index_55,4.697393994080551
index_56,5.3284252867041815
index_57,2.309164632674813
index_58,7.425330914359408
index_59,11.083079275391592
index_60,11.62939440760506
index_61,7.24826049943534
index_62,9.325665358033255
index_63,2.1472423971815005
index_64,8.205219219823709
index_65,14.04367975148212
index_66,5.274447434386395
index_67,12.0916058989079
index_68,9.463026975475865
index_69,4.984968302862044
index_70,5.257021861824513
index_71,13.066327498293555
index_72,15.238162945561474
index_73,8.369681164945105
index_74,8.666903175795852
index_75,6.084451102323971
index_76,10.423795994072451
index_77,9.669139729901222
index_78,17.403922078080317
index_79,22.283045450427448
index_80,32.86749508837847
index_81,21.96526674250563
index_82,20.19705577971684
index_83,13.63671863443255
index_84,13.766875692230084
index_85,7.7658932065122235
index_86,-15.639469012835459
index_87,13.535165573276256
index_88,13.19605580402783
index_89,9.63908342751037
index_90,17.392743342846146
index_91,17.346169344370118
index_92,7.644295358303279
index_93,5.879447576255065
index_94,14.547366700072267
index_95,5.136899485216894
index_96,11.3581530330076
index_97,5.29549711420652
index_98,7.94574271084587
index_99,9.861879728094713
index_100,11.508961869023787
index_101,10.453365588356744
index_102,11.775221990968992
index_103,18.28522623984199
index_104,9.714031769343071
index_105,15.267662881253472
index_106,14.059913466607261
index_107,12.241766012567542
index_108,8.339539937114761
index_109,13.957012037322668
index_110,5.388196744176721
index_111,9.465754363430277
index_112,6.034634579188316
index_113,31.461988020404156
index_114,6.642273239196109
index_115,18.472827130105124
index_116,18.58609159587271
index_117,15.375803726312707
index_118,6.753228499552597
index_119,12.450797639342492
index_120,7.96303052725345
index_121,17.651856061778865
index_122,27.050132300607956
index_123,18.820869398927705
index_124,39.90627470257496
index_125,14.383129678551182
index_126,13.608229549395697
index_127,19.292756865401113
index_128,33.31441497942465
index_129,12.984255738843798
index_130,12.962622947455658
index_131,14.565962233498093
index_132,11.247521823540694
index_133,28.22581423197935
index_134,38.54031067861702
index_135,43.5698428061746
index_136,17.435707979349164
index_137,15.074675009392198
index_138,22.279856856076723
index_139,37.72732503537606
index_140,10.214741705604014
index_141,10.486935529012388
index_142,24.000245478794877
index_143,32.68540330148138
index_144,14.980495360396073
index_145,24.63454688460016
index_146,12.570657600602718
index_147,29.254221818621236
index_148,22.524319227609308
