index,answer
index_0,23.191111007861522
index_1,31.9440968191315
index_2,18.713432476951244
index_3,18.104567509247453
index_4,24.837319145929065
index_5,28.481956219126925
index_6,16.601074138584604
index_7,20.501350681254873
index_8,32.31219020378697
index_9,12.712737269069038
index_10,27.0537960667195
index_11,24.086074545515075
index_12,30.96270036631829
index_13,24.181500049284374
index_14,18.561164623622815
index_15,42.257461250734444
index_16,36.64781327370211
index_17,8.363070466763515
index_18,11.092995402937627
index_19,13.911066410618298
index_20,25.32542897681445
index_21,10.597070379274824
index_22,7.4373134179316125
index_23,15.622265771392401
index_24,19.343514160652077
index_25,24.99185363185947
index_26,19.286022215665014
index_27,30.63157920826483
index_28,21.785303166619702
index_29,23.81349083247052
index_30,11.721392722246941
index_31,13.94773745655308
index_32,23.428038806739938
index_33,9.652160056203758
index_34,7.931257204872596
index_35,11.703078788880816
index_36,10.77943528883787
index_37,17.659480262424413
index_38,15.188644117600376
index_39,7.766357257977105
index_40,12.416650123342786
index_41,10.28459305186956
index_42,11.79364700439318
index_43,10.7370290976055
index_44,11.589130476295743
index_45,12.214989999611808
index_46,8.60346201883222
index_47,6.160102826596084
index_48,5.161990729753107
index_49,7.4131833715054976
index_50,3.6541745492587347
index_51,5.369870684592505
index_52,6.67064534392647
index_53,6.167168429302613
index_54,8.620670625521564
index_55,5.7575640207063925
index_56,5.625011799811606
index_57,4.178755060078147
index_58,7.350590698311152
index_59,10.43446266217925
index_60,9.308799101154959
index_61,6.81954665016343
index_62,8.203649008399973
index_63,4.608062541993859
index_64,8.444566457563257
index_65,11.420707432237538
index_66,6.73728219882359
index_67,12.955664601295958
index_68,10.50442011999457
index_69,7.506109817517315
index_70,6.077464002871109
index_71,15.643199842988537
index_72,14.441005690246113
index_73,9.348744162704163
index_74,10.226318072022913
index_75,8.161332794412475
index_76,11.455694450854892
index_77,12.594731798978819
index_78,15.6761663111396
index_79,19.88615500352124
index_80,23.38218865068716
index_81,19.538952152025836
index_82,18.583456614247858
index_83,15.959423390880799
index_84,14.6766028501475
index_85,8.982029279342289
index_86,1.8048077846294515
index_87,13.394549453628319
index_88,12.237985554351466
index_89,9.120249236023888
index_90,14.70237648288224
index_91,16.714207618966235
index_92,9.063601669845331
index_93,7.018815525429679
index_94,11.79527577495652
index_95,6.896448211129276
index_96,10.868568343640447
index_97,6.417237389042534
index_98,10.560552464482816
index_99,11.604465186395732
index_100,13.497204009358134
index_101,11.853380022784282
index_102,12.978711988483843
index_103,16.137591844735248
index_104,11.593479774520492
index_105,13.555008223783513
index_106,14.886869338036396
index_107,12.100044999392942
index_108,8.684076776995058
index_109,14.428242666339354
index_110,6.012042349352882
index_111,15.149923381813093
index_112,9.928228102515318
index_113,32.096443323925044
index_114,7.59650042523349
index_115,17.987846679616894
index_116,16.286203326923147
index_117,16.816126007741467
index_118,7.025154260888991
index_119,10.994239170395863
index_120,9.583145596170299
index_121,18.819428839707122
index_122,22.051243745417313
index_123,18.145610581344034
index_124,40.948376970795465
index_125,14.021936566766167
index_126,15.431670561644777
index_127,22.102887334444066
index_128,30.175454302111465
index_129,16.17480961523411
index_130,14.534814822068153
index_131,14.692383165960733
index_132,16.695789610563786
index_133,26.874815032309737
index_134,34.04228709334417
index_135,41.46335677371526
index_136,20.24747828817899
index_137,18.667834404871602
index_138,24.13508806314066
index_139,32.45775948516751
index_140,13.414066244423413
index_141,12.70297080117377
index_142,27.099727289776197
index_143,32.641981778299154
index_144,16.590480943188883
index_145,25.564820217448652
index_146,15.550623135386644
index_147,29.746868024298397
index_148,19.647240107845292
index_149,26.271849261435616
index_150,34.39248135983553
index_151,17.269248451313018
index_152,25.961390830566618
index_153,14.211653326499068
index_154,6.445057873662251
index_155,14.951379236395523
index_156,9.278958894184235
index_157,13.708482586182075
index_158,9.009692349903393
index_159,14.990234484599823
index_160,16.88740558239882
index_161,6.136484805809624
index_162,12.46165672190191
index_163,24.276572289734816
index_164,8.38793939277542
index_165,11.577442007551777
index_166,11.663052249671539
index_167,10.720949603966387
index_168,7.785869258187213
index_169,8.344849884594327
index_170,6.243946369724802
index_171,6.904548481978735
index_172,4.792674136913238
index_173,7.367014970959389
index_174,5.800213853185195
index_175,5.156440819622381
index_176,10.305335762723729
index_177,8.940431679565755
index_178,8.687243091281621
index_179,4.860934317478322
index_180,7.061763353443908
index_181,5.862681897035157
index_182,7.938279957739695
index_183,7.469794738859874
index_184,6.3196854320519975
index_185,7.5040421941155335
index_186,8.21386736847708
index_187,14.777488371920164
index_188,12.591576837100398
index_189,14.663074762765689
index_190,16.77541122171033
index_191,11.554440716356707
index_192,9.731408283265127
index_193,7.924056846853332
index_194,11.339278580080231
index_195,9.96920044095058
index_196,10.316526815383218
index_197,7.421383110801164
index_198,12.194208002882975
index_199,18.00205182261718
index_200,11.386994281201199
index_201,15.871405355368072
index_202,11.029660109747612
index_203,20.444365048198566
index_204,31.21605839687719
index_205,7.730999992790342
index_206,18.521448724069632
index_207,10.15562372405405
index_208,14.893702056916606
index_209,11.738014369153035
index_210,10.061405052872797
index_211,18.475621026380647
index_212,21.211585326085185
index_213,19.53519064437194
index_214,4.016249773523378
index_215,8.22060509889565
index_216,7.8562956761731355
index_217,7.08603920426491
index_218,10.996465183602908
index_219,12.12944901925722
index_220,16.585979849856432
index_221,14.598474457869637
index_222,14.302340395228796
index_223,10.521069508384667
index_224,18.23086516146424
index_225,14.090451901179433
index_226,16.62392673860356
index_227,12.779228108688333
index_228,7.534220703718812
index_229,9.240854729072687
index_230,5.120554363124942
index_231,9.831593104150164
index_232,25.862720526644047
index_233,5.752835531619484
index_234,16.666815303703547
index_235,17.175681006666267
index_236,16.138757664516774
index_237,9.847618778966103
index_238,9.951158869517316
index_239,11.642028127874223
index_240,11.662465433456575
index_241,13.379968284850696
index_242,30.76668472191366
index_243,10.542239030751803
